incident_number,date_reported,date_occurred,badge_id,offense_classification,offense_code_name,nibrs_code,nibrs_group_name,was_offense_completed,lmpd_division,lmpd_beat,location_category,block_address,city,zip_code,ObjectId
LMPD24149514,2/3/2025 6:11:00 PM,12/27/2024 3:04:00 PM,5596,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE (DOMESTIC VIOLENCE RELATED) 508.170 13224 13A,13A,A,YES,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,ROWAN ST & N 30TH ST,LOUISVILLE,40212,87
LMPD25129939,11/1/2025 8:00:00 AM,11/1/2024 8:00:00 AM,5427,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,316,RESIDENCE/HOME,13000 BLOCK ASHLAWN DR,LOUISVILLE,40272,88
LMPD25027677,3/11/2025 1:15:00 PM,12/23/2024 5:00:00 AM,7905,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,NO,5TH DIVISION,521,INDUSTRIAL SITE,1800 BLOCK FRANKFORT AVE,LOUISVILLE,40206,89
LMPD25128095,10/28/2025 12:33:00 PM,10/1/2024 4:00:00 AM,5067,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,YES,3RD DIVISION,323,RESIDENCE/HOME,10700 BLOCK JEFFERSON HILL RD,LOUISVILLE,40118,90
LMPD25004111,1/14/2025 8:14:00 PM,10/1/2024 4:00:00 AM,8454,23 THEFT OTHER,THEFT BY DECEPTION INCLUDING COLD CHECKS 514.040(8) 71283 23H,23H,A,YES,5TH DIVISION,521,RESIDENCE/HOME,2500 BLOCK RIVER BEND DR,LOUISVILLE,40206,91
LMPD25017908,2/18/2025 8:59:00 PM,12/9/2024 8:47:00 AM,8665,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,2ND DIVISION,234,RESIDENCE/HOME,1500 BLOCK HEMLOCK ST,LOUISVILLE,40211,92
LMPD25060476,5/28/2025 9:27:00 PM,11/1/2024 4:00:00 AM,8454,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,1ST DIVISION,134,BAR/NIGHTCLUB,1300 BLOCK STORY AVE,LOUISVILLE,40206,93
LMPD25041833,4/16/2025 1:10:00 PM,2/1/2024 5:00:00 AM,4354,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,8TH DIVISION,823,OTHER RESIDENCE (APARTMENT/CONDO),13600 BLOCK ARAGON WAY,LOUISVILLE,40245,94
LMPD24149514,2/3/2025 6:11:00 PM,12/27/2024 3:04:00 PM,5596,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,999,B,NO,1ST DIVISION,111,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,ROWAN ST & N 30TH ST,LOUISVILLE,40212,95
LMPD25041835,4/16/2025 11:24:00 AM,4/16/2024 4:00:00 AM,5218,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,YES,4TH DIVISION,423,RESIDENCE/HOME,1500 BLOCK BELLAMY PL,LOUISVILLE,40208,96
LMPD25026502,3/10/2025 10:34:00 PM,9/1/2024 4:00:00 AM,8659,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,8TH DIVISION,823,RESIDENCE/HOME,3800 BLOCK CRESSINGTON PL,LOUISVILLE,40245,97
LMPD25128095,10/28/2025 12:33:00 PM,10/1/2024 4:00:00 AM,5067,56 ALL OTHER OFFENSES,HARASSING COMMUNICATIONS 525.080 02402 90Z,90Z,B,NO,3RD DIVISION,323,RESIDENCE/HOME,10700 BLOCK JEFFERSON HILL RD,LOUISVILLE,40118,98
LMPD25004095,1/14/2025 3:56:00 PM,8/23/2024 2:56:00 PM,5249,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $500 < $1,000 514.110(3)(a) 28010 280",999,B,NO,7TH DIVISION,711,SPECIALTY STORE,6800 BLOCK BARDSTOWN RD,LOUISVILLE,40291,99
LMPD25017847,2/18/2025 7:02:00 PM,11/14/2024 5:00:00 AM,8661,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,3RD DIVISION,322,RESIDENCE/HOME,7600 BLOCK PARKCREST WAY,LOUISVILLE,40214,100
LMPD25060573,5/28/2025 7:28:00 PM,4/13/2024 4:00:00 AM,8585,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,4TH DIVISION,436,RESIDENCE/HOME,800 BLOCK DOUGLAS PARK,LOUISVILLE,40214,101
LMPD25011781,2/3/2025 4:37:00 PM,12/30/2024 5:00:00 AM,8631,28 FRAUD CREDIT CARD/ATM,MISUSE OF ELECTRONIC INFO-AUTOMATIC BANKING FUND TRANSFER 434.685(2) 21222 26B,26B,A,YES,6TH DIVISION,625,GROCERY/ SUPERMARKET,3300 BLOCK BARDSTOWN RD,LOUISVILLE,40205,102
LMPD25041447,4/15/2025 4:40:00 PM,7/1/2024 4:00:00 AM,4354,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,3RD DIVISION,334,PARKING/ DROP LOT/ GARAGE,5000 BLOCK CONSTANCE DR,LOUISVILLE,40272,103
LMPD25026292,3/10/2025 1:10:00 PM,12/1/2024 5:01:00 AM,5144,7 FORCIBLE FONDLING,SEXUAL ABUSE - 1ST DEGREE- VICTIM U/12 YOA 510.110 11221 11D,11D,A,YES,4TH DIVISION,424,ARENA/STADIUM/FAIRGROUNDS/COLISEUM,900 BLOCK PHILLIPS LN,LOUISVILLE,40209,104
LMPD25126195,10/23/2025 7:58:00 PM,9/1/2024 4:00:00 PM,8544,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162 23D",23D,A,YES,6TH DIVISION,625,AUTO DEALERSHIP NEW/USED,3400 BLOCK BARDSTOWN RD,LOUISVILLE,40218,105
LMPD25004095,1/14/2025 3:56:00 PM,11/16/2024 5:00:00 AM,5249,33 STOLEN PROPERTY,"RECEIVING STOLEN PROPERTY $1,000 < $10,000 514.110(3)(b) 28012 280",280,A,YES,7TH DIVISION,711,SPECIALTY STORE,6800 BLOCK BARDSTOWN RD,LOUISVILLE,40291,106
LMPD25003976,1/14/2025 2:39:00 PM,11/24/2024 5:00:00 AM,8373,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,YES,2ND DIVISION,234,RESIDENCE/HOME,3300 BLOCK DUVALLE DR,LOUISVILLE,40211,107
LMPD25003808,1/14/2025 1:08:00 AM,12/17/2024 11:04:00 PM,8646,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,GROCERY/ SUPERMARKET,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,108
LMPD25003807,1/14/2025 1:08:00 AM,12/15/2024 12:26:00 AM,8646,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,GROCERY/ SUPERMARKET,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,109
LMPD25003806,1/14/2025 1:02:00 AM,12/13/2024 2:35:00 PM,8646,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,GROCERY/ SUPERMARKET,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,110
LMPD25003805,1/14/2025 12:59:00 AM,12/8/2024 4:30:00 PM,8646,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,GROCERY/ SUPERMARKET,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,111
LMPD25003804,1/14/2025 12:51:00 AM,12/3/2024 3:25:00 PM,8646,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,3RD DIVISION,315,GROCERY/ SUPERMARKET,9900 BLOCK DIXIE HWY,LOUISVILLE,40272,112
LMPD25003729,1/13/2025 9:18:00 PM,12/16/2024 5:00:00 AM,8454,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY 516.050 25061 250,250,A,YES,2ND DIVISION,223,SPECIALTY STORE,1300 BLOCK GARLAND AVE,LOUISVILLE,40210,113
LMPD25003692,1/13/2025 7:47:00 PM,12/2/2024 5:00:00 PM,8544,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,YES,3RD DIVISION,331,PARKING/ DROP LOT/ GARAGE,4900 BLOCK DIXIE HWY,LOUISVILLE,40216,114
LMPD25003673,1/13/2025 7:02:00 PM,11/14/2024 5:00:00 PM,8544,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,8TH DIVISION,823,CYBERSPACE,17000 BLOCK MALLET HILL DR,LOUISVILLE,40245,115
LMPD25003641,1/13/2025 5:38:00 PM,6/19/2024 4:00:00 AM,8499,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,3RD DIVISION,315,RESIDENCE/HOME,7600 BLOCK MARIE ANNA DR,LOUISVILLE,40258,116
LMPD25003638,1/13/2025 5:34:00 PM,12/23/2024 5:00:00 PM,8454,32 EMBEZZLEMENT,THEFT BY DECEPTION INCLUDING COLD CHECKS 514.040(8) 71283E 270,270,A,YES,7TH DIVISION,735,GROCERY/ SUPERMARKET,4500 BLOCK OUTER LOOP,LOUISVILLE,40219,117
LMPD25003627,1/13/2025 5:18:00 PM,1/10/2024 5:00:00 PM,8454,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,1ST DIVISION,134,OTHER/UNKNOWN,600 BLOCK E MARKET ST,LOUISVILLE,40202,118
LMPD25003629,1/13/2025 5:18:00 PM,12/31/2024 1:00:00 PM,8064,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,YES,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S 28TH ST,LOUISVILLE,40211,119
LMPD25003629,1/13/2025 5:18:00 PM,12/31/2024 1:00:00 PM,8064,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,2ND DIVISION,223,OTHER RESIDENCE (APARTMENT/CONDO),1000 BLOCK S 28TH ST,LOUISVILLE,40211,120
LMPD25003623,1/13/2025 5:06:00 PM,1/1/2025 2:00:00 AM,8585,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,1ST DIVISION,112,RESIDENCE/HOME,2600 BLOCK W CHESTNUT ST,LOUISVILLE,40211,121
LMPD25003594,1/13/2025 3:42:00 PM,12/12/2024 1:00:00 PM,8659,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $500 < $1,000 514.030 24161 23D",23D,A,YES,1ST DIVISION,135,DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,500 BLOCK S JACKSON ST,LOUISVILLE,40202,122
LMPD25003556,1/13/2025 2:26:00 PM,12/29/2024 1:19:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,123
LMPD25003557,1/13/2025 2:26:00 PM,12/30/2024 12:54:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,124
LMPD25003555,1/13/2025 2:25:00 PM,12/1/2024 11:03:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,125
LMPD25003553,1/13/2025 2:24:00 PM,11/30/2024 11:53:00 PM,8611,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,YES,7TH DIVISION,736,GROCERY/ SUPERMARKET,9500 BLOCK PRESTON HWY,LOUISVILLE,40229,126
LMPD25003562,1/13/2025 2:21:00 PM,6/3/2024 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,5TH DIVISION,514,RESIDENCE/HOME,1900 BLOCK EMERSON AVE,LOUISVILLE,40205,127
LMPD25003316,1/12/2025 6:13:00 PM,12/25/2024 5:00:00 AM,5263,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK RUTLEDGE RD,LOUISVILLE,40258,128
LMPD25003309,1/12/2025 5:25:00 PM,12/24/2024 4:42:00 PM,8611,27 FRAUD,"THEFT BY FAIL TO MAKE REQ DISP OF PROPERTY $1,000 < $10,000 514.070(4)(b) 23494 26A",26A,A,YES,7TH DIVISION,735,PARKING/ DROP LOT/ GARAGE,7300 BLOCK JEFFERSON BLVD,LOUISVILLE,40219,129
LMPD25002931,1/10/2025 8:17:00 PM,12/17/2024 5:01:00 AM,8646,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,YES,8TH DIVISION,824,COMMERCIAL/OFFICE BUILDING,2600 BLOCK EASTPOINT PKY,LOUISVILLE,40223,130
LMPD25002897,1/10/2025 5:20:00 PM,12/31/2024 5:00:00 AM,7340,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $10,000 OR MORE 514.040(8)(c) 71289 23H",23H,A,YES,3RD DIVISION,331,COMMERCIAL/OFFICE BUILDING,2800 BLOCK DE MEL AVE,LOUISVILLE,40214,131
LMPD25002897,1/10/2025 5:20:00 PM,12/31/2024 5:00:00 AM,7340,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),2800 BLOCK DE MEL AVE,LOUISVILLE,40214,132
LMPD25002888,1/10/2025 5:11:00 PM,12/30/2024 1:57:00 PM,8631,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,7TH DIVISION,736,PARKING/ DROP LOT/ GARAGE,3300 BLOCK FERN VALLEY RD,LOUISVILLE,40213,133
LMPD25002879,1/10/2025 4:31:00 PM,4/10/2024 4:00:00 AM,4354,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,8TH DIVISION,824,RESIDENCE/HOME,400 BLOCK CLYDEBANK CT,DOUGLASS HILLS,40243,134
LMPD25002877,1/10/2025 4:26:00 PM,11/1/2024 4:01:00 AM,8358,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,6TH DIVISION,613,RESIDENCE/HOME,4900 BLOCK RUNIC WAY,LOUISVILLE,40218,135
LMPD25002838,1/10/2025 2:24:00 PM,12/24/2024 5:00:00 AM,8611,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,1ST DIVISION,111,RESIDENCE/HOME,2700 BLOCK PORTLAND AVE,LOUISVILLE,40212,136
LMPD25002678,1/9/2025 10:49:00 PM,12/30/2024 5:00:00 PM,8544,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,5TH DIVISION,525,CYBERSPACE,0 BLOCK BROWNSBORO HILL RD,LOUISVILLE,40207,137
LMPD25002649,1/9/2025 9:38:00 PM,12/22/2024 5:00:00 AM,8630,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,6TH DIVISION,625,CHURCH/SYNAGOGUE/TEMPLE/MOSQUE,2800 BLOCK HIKES LN,LOUISVILLE,40218,138
LMPD25002631,1/9/2025 8:55:00 PM,12/5/2024 5:01:00 AM,8646,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,7200 BLOCK NIGHT ACRES LN,LOUISVILLE,40258,139
LMPD25002605,1/9/2025 7:55:00 PM,11/26/2024 5:00:00 PM,8544,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,5TH DIVISION,514,CYBERSPACE,2400 BLOCK VALLEY VISTA RD,LOUISVILLE,40205,140
LMPD25002598,1/9/2025 7:21:00 PM,12/31/2024 5:30:00 AM,5258,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,YES,4TH DIVISION,411,RESIDENCE/HOME,700 BLOCK W OAK ST,LOUISVILLE,40203,141
LMPD25002561,1/9/2025 5:47:00 PM,10/2/2024 4:00:00 AM,8585,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,YES,2ND DIVISION,223,PARKING/ DROP LOT/ GARAGE,,LOUISVILLE,40210,142
LMPD25002567,1/9/2025 5:04:00 PM,11/1/2024 4:00:00 AM,5247,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,YES,6TH DIVISION,625,OTHER RESIDENCE (APARTMENT/CONDO),4100 BLOCK BROWNS LN,LOUISVILLE,40220,143
LMPD25002533,1/9/2025 4:20:00 PM,12/17/2024 5:00:00 AM,8499,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,323,BANK/SAVINGS AND LOAN,7900 BLOCK NATIONAL TPKE,LOUISVILLE,40214,144
LMPD25002519,1/9/2025 3:33:00 PM,8/28/2024 4:00:00 AM,8499,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,7TH DIVISION,711,AUTO DEALERSHIP NEW/USED,5700 BLOCK BARDSTOWN RD,LOUISVILLE,40291,145
LMPD25002508,1/9/2025 3:00:00 PM,12/23/2024 7:00:00 PM,7793,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,YES,5TH DIVISION,521,COMMERCIAL/OFFICE BUILDING,1800 BLOCK FRANKFORT AVE,LOUISVILLE,40206,146
LMPD25002508,1/9/2025 3:00:00 PM,12/23/2024 7:00:00 PM,7793,12 INTIMIDATION,TERRORISTIC THREATENING 2ND DEGREE 508.078 00821 13C,13C,A,YES,5TH DIVISION,521,COMMERCIAL/OFFICE BUILDING,1800 BLOCK FRANKFORT AVE,LOUISVILLE,40206,147
LMPD25002496,1/9/2025 2:37:00 PM,12/2/2024 4:50:00 PM,8358,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),5300 BLOCK MILNER RD,LOUISVILLE,40216,148
LMPD25002457,1/9/2025 7:19:00 AM,12/10/2024 4:00:00 PM,8644,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,4TH DIVISION,411,OTHER RESIDENCE (APARTMENT/CONDO),1400 BLOCK S 3RD ST,LOUISVILLE,40208,149
LMPD25002411,1/9/2025 3:07:00 AM,12/25/2024 9:00:00 PM,5632,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,YES,1ST DIVISION,135,HIGHWAY/ ROAD/ ALLEY/ STREET/ SIDEWALK,400 BLOCK E JEFFERSON ST,LOUISVILLE,40202,150
LMPD25011777,2/3/2025 4:26:00 PM,12/26/2024 5:00:00 AM,8585,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",270,A,YES,4TH DIVISION,412,PARKING/ DROP LOT/ GARAGE,300 BLOCK E KENTUCKY ST,LOUISVILLE,40203,151
LMPD25039815,4/11/2025 5:25:00 PM,12/1/2024 5:00:00 AM,5107,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,YES,7TH DIVISION,735,RENTAL STORAGE FACILITY,4000 BLOCK OAKLAWN DR,LOUISVILLE,40219,152
LMPD25060507,5/28/2025 4:45:00 PM,4/1/2024 4:00:00 AM,2489,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,YES,8TH DIVISION,824,INDUSTRIAL SITE,13000 BLOCK PLANTSIDE DR,LOUISVILLE,40299,153
LMPD25126195,10/23/2025 7:58:00 PM,9/1/2024 4:00:00 PM,8544,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,YES,6TH DIVISION,625,AUTO DEALERSHIP NEW/USED,3400 BLOCK BARDSTOWN RD,LOUISVILLE,40218,154
LMPD25026351,3/10/2025 11:55:00 AM,10/1/2024 4:00:00 AM,5536,46 FAMILY OFFENSES,KNOWING WANTON/RECKLESS EXPLOIT OF ADULT BY PERSON $300 OR <209.990(7) 02037 90F,90F,B,NO,5TH DIVISION,514,RESIDENCE/HOME,2000 BLOCK GLADSTONE AVE,LOUISVILLE,40205,155
LMPD25125106,10/21/2025 7:57:00 PM,11/14/2024 5:00:00 AM,8701,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,3RD DIVISION,331,RESIDENCE/HOME,6100 BLOCK LEDGEWOOD PKY,LOUISVILLE,40214,156
LMPD25017806,2/18/2025 4:48:00 PM,12/30/2024 5:00:00 AM,8454,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,8TH DIVISION,811,RESIDENCE/HOME,6300 BLOCK MOONSEED ST,LOUISVILLE,40059,157
LMPD25025536,3/8/2025 2:51:00 PM,10/9/2024 12:00:00 PM,5433,32 EMBEZZLEMENT,"TBUT OR DISP FROM BUILDING $1,000 < $10,000 514.030 24162E 270",270,A,YES,7TH DIVISION,736,RESTAURANT,3000 BLOCK FERN VALLEY RD,LOUISVILLE,40213,158
LMPD25011565,2/2/2025 11:21:00 PM,9/1/2024 4:01:00 AM,8646,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,YES,3RD DIVISION,331,OTHER RESIDENCE (APARTMENT/CONDO),3300 BLOCK EVA RD,LOUISVILLE,40216,159
LMPD25039405,4/10/2025 7:11:00 PM,11/9/2024 5:00:00 PM,5186,23 THEFT OTHER,"THEFT BY DECEPTION INCLUDING COLD CHECKS $1,000 < $10,000 514.040(8)(b) 71287 23H",23H,A,YES,4TH DIVISION,411,RESIDENCE/HOME,1100 BLOCK S 1ST ST,LOUISVILLE,40203,160
LMPD25124618,10/20/2025 7:01:00 PM,9/30/2024 4:00:00 PM,8544,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,YES,3RD DIVISION,323,RESIDENCE/HOME,200 BLOCK ANGELETTA WAY,LOUISVILLE,40214,161
LMPD25060484,5/28/2025 4:00:00 PM,3/30/2024 5:00:00 AM,7793,13 BURGLARY,BURGLARY - 1ST DEGREE 511.020 22060 220,220,A,YES,5TH DIVISION,521,NON-ATTACHED RESD GARAGE/SHED/BULD,100 BLOCK N BAYLY AVE,LOUISVILLE,40206,162
LMPD25017764,2/18/2025 2:52:00 PM,12/29/2024 5:00:00 AM,8373,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-2ND DEGREE-IDENTIFY 516.060 25062 250,250,A,YES,7TH DIVISION,711,OTHER/UNKNOWN,6800 BLOCK BARDSTOWN RD,LOUISVILLE,40291,163
LMPD25025234,3/7/2025 9:07:00 PM,12/11/2024 5:00:00 AM,8630,26 COUNTERFEITING,CRIMINAL POSSESSION FORGED INSTRUMENT-1ST DEGREE-IDENTIFY 516.050 25061 250,250,A,YES,6TH DIVISION,612,AIR/BUS/TRAIN TERMINAL,4600 BLOCK AIRFREIGHT DR,LOUISVILLE,40209,164
LMPD25011469,2/2/2025 6:23:00 PM,11/29/2024 5:00:00 AM,8560,28 FRAUD CREDIT CARD/ATM,"FRAUDULENT USE OF A CREDIT CARD $1000 < $10,000 434.650(1)(B)(2) 71204 26B",26B,A,YES,1ST DIVISION,112,RESIDENCE/HOME,2200 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40212,165
LMPD258000001,4/10/2025 12:05:00 PM,7/10/2024 2:00:00 AM,9199,38 PORNOGRAPHY,DIST OF MATTER PORTRAYING SEX PERF BY MINOR UNDER 12 531.340 37293 370,370,A,YES,7TH DIVISION,735,RESIDENCE/HOME,4500 BLOCK ROSSMOOR DR,LOUISVILLE,40219,166
LMPD25123494,10/17/2025 9:09:00 PM,10/27/2024 2:30:00 AM,8665,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD $500 < $1000 434.650(1)(B)(1) 71202 26B,26B,A,YES,6TH DIVISION,625,RESIDENCE/HOME,3000 BLOCK BOAIRES LN,LOUISVILLE,40220,167
LMPD25059428,5/26/2025 3:43:00 PM,12/29/2024 5:00:00 AM,8611,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,3RD DIVISION,322,OTHER RESIDENCE (APARTMENT/CONDO),7300 BLOCK SOUTHSIDE DR,LOUISVILLE,40214,168
LMPD25017451,2/17/2025 8:15:00 PM,8/1/2024 4:00:00 AM,8454,56 ALL OTHER OFFENSES,PROPERTY LOST OR ABANDONED NON CRIMINAL 67.592(1C) 03024 90Z,90Z,B,NO,6TH DIVISION,625,RESIDENCE/HOME,2700 BLOCK GOLDSMITH LN,LOUISVILLE,40220,169
LMPD25017400,2/17/2025 6:20:00 PM,11/1/2024 4:00:00 AM,8560,29 FRAUD IMPERSONATION,THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT 514.160 23310 26C,26C,A,YES,7TH DIVISION,724,RESIDENCE/HOME,10400 BLOCK CHARLESWOOD RD,LOUISVILLE,40229,170
